%kf,t,x,y,theta,xg,yg,thetag
0,1389015201.673,3.451419e+00,1.541759e+00,8.306209e-01,-7.946400e+00,6.345972e+01,-1.123140e+00
0,1389015201.714,3.459381e+00,1.549847e+00,8.338641e-01,-7.941873e+00,6.344931e+01,-1.119897e+00
0,1389015201.754,3.467144e+00,1.557765e+00,8.371316e-01,-7.937430e+00,6.343915e+01,-1.116629e+00
0,1389015201.797,3.475713e+00,1.566640e+00,8.411643e-01,-7.932400e+00,6.342789e+01,-1.112597e+00
0,1389015201.834,3.483081e+00,1.574270e+00,8.446318e-01,-7.928075e+00,6.341820e+01,-1.109129e+00
0,1389015201.874,3.491149e+00,1.582736e+00,8.487040e-01,-7.923237e+00,6.340755e+01,-1.105057e+00
0,1389015201.914,3.499184e+00,1.591210e+00,8.528640e-01,-7.918380e+00,6.339693e+01,-1.100897e+00
0,1389015201.955,3.507313e+00,1.599819e+00,8.571363e-01,-7.913432e+00,6.338618e+01,-1.096625e+00
0,1389015202.003,3.516984e+00,1.610194e+00,8.624540e-01,-7.907422e+00,6.337333e+01,-1.091307e+00
0,1389015202.035,3.523445e+00,1.617125e+00,8.660064e-01,-7.903407e+00,6.336475e+01,-1.087755e+00
0,1389015202.075,3.531450e+00,1.625821e+00,8.705166e-01,-7.898333e+00,6.335407e+01,-1.083244e+00
0,1389015202.118,3.540016e+00,1.635166e+00,8.753817e-01,-7.892866e+00,6.334263e+01,-1.078379e+00
0,1389015202.156,3.547663e+00,1.643546e+00,8.797335e-01,-7.887951e+00,6.333241e+01,-1.074028e+00
0,1389015202.205,3.557449e+00,1.654398e+00,8.853327e-01,-7.881542e+00,6.331928e+01,-1.068428e+00
0,1389015202.236,3.563615e+00,1.661234e+00,8.888599e-01,-7.877505e+00,6.331100e+01,-1.064901e+00
0,1389015202.277,3.571762e+00,1.670384e+00,8.934582e-01,-7.872062e+00,6.330003e+01,-1.060303e+00
0,1389015202.320,3.580150e+00,1.679839e+00,8.981741e-01,-7.866426e+00,6.328871e+01,-1.055587e+00
0,1389015202.357,3.587324e+00,1.687968e+00,9.021516e-01,-7.861567e+00,6.327902e+01,-1.051609e+00
0,1389015202.400,3.595573e+00,1.697424e+00,9.065845e-01,-7.855878e+00,6.326784e+01,-1.047177e+00
0,1389015202.437,3.602849e+00,1.705764e+00,9.104940e-01,-7.850861e+00,6.325797e+01,-1.043267e+00
0,1389015202.478,3.610473e+00,1.714627e+00,9.143393e-01,-7.845489e+00,6.324759e+01,-1.039422e+00
0,1389015202.522,3.618851e+00,1.724400e+00,9.184964e-01,-7.839554e+00,6.323617e+01,-1.035265e+00
0,1389015202.558,3.625472e+00,1.732174e+00,9.216438e-01,-7.834818e+00,6.322712e+01,-1.032117e+00
0,1389015202.600,3.633048e+00,1.741175e+00,9.249618e-01,-7.829299e+00,6.321673e+01,-1.028799e+00
0,1389015202.639,3.640088e+00,1.749538e+00,9.280444e-01,-7.824173e+00,6.320707e+01,-1.025717e+00
0,1389015202.680,3.647410e+00,1.758366e+00,9.308532e-01,-7.818721e+00,6.319698e+01,-1.022908e+00
0,1389015202.703,3.651345e+00,1.763123e+00,9.323227e-01,-7.815778e+00,6.319155e+01,-1.021438e+00
0,1389015202.723,3.654967e+00,1.767501e+00,9.336750e-01,-7.813071e+00,6.318656e+01,-1.020086e+00
0,1389015202.740,3.657816e+00,1.770945e+00,9.347388e-01,-7.810941e+00,6.318263e+01,-1.019022e+00
0,1389015202.779,3.664530e+00,1.779168e+00,9.368802e-01,-7.805823e+00,6.317333e+01,-1.016881e+00
0,1389015202.819,3.671365e+00,1.787556e+00,9.389987e-01,-7.800596e+00,6.316386e+01,-1.014762e+00
0,1389015202.861,3.678317e+00,1.796128e+00,9.409956e-01,-7.795243e+00,6.315420e+01,-1.012765e+00
0,1389015202.900,3.684845e+00,1.804241e+00,9.426184e-01,-7.790157e+00,6.314512e+01,-1.011143e+00
0,1389015202.941,3.691590e+00,1.812623e+00,9.442951e-01,-7.784903e+00,6.313573e+01,-1.009466e+00
0,1389015202.981,3.697946e+00,1.820591e+00,9.455421e-01,-7.779887e+00,6.312686e+01,-1.008219e+00
0,1389015203.022,3.704548e+00,1.828876e+00,9.467979e-01,-7.774669e+00,6.311764e+01,-1.006963e+00
0,1389015203.061,3.710854e+00,1.836811e+00,9.478603e-01,-7.769665e+00,6.310882e+01,-1.005901e+00
0,1389015203.101,3.717177e+00,1.844800e+00,9.487195e-01,-7.764618e+00,6.309997e+01,-1.005042e+00
0,1389015203.146,3.724216e+00,1.853692e+00,9.496688e-01,-7.759000e+00,6.309012e+01,-1.004092e+00
0,1389015203.184,3.730117e+00,1.861172e+00,9.501793e-01,-7.754267e+00,6.308185e+01,-1.003582e+00
0,1389015203.222,3.735962e+00,1.868581e+00,9.506849e-01,-7.749579e+00,6.307366e+01,-1.003076e+00
0,1389015203.262,3.742115e+00,1.876380e+00,9.511055e-01,-7.744644e+00,6.306504e+01,-1.002656e+00
0,1389015203.303,3.748378e+00,1.884319e+00,9.513750e-01,-7.739621e+00,6.305626e+01,-1.002386e+00
0,1389015203.343,3.754550e+00,1.892141e+00,9.516406e-01,-7.734671e+00,6.304762e+01,-1.002120e+00
0,1389015203.384,3.760743e+00,1.899962e+00,9.516893e-01,-7.729731e+00,6.303895e+01,-1.002072e+00
0,1389015203.423,3.766569e+00,1.907319e+00,9.517261e-01,-7.725084e+00,6.303080e+01,-1.002035e+00
0,1389015203.463,3.772587e+00,1.914894e+00,9.516865e-01,-7.720307e+00,6.302238e+01,-1.002075e+00
0,1389015203.503,3.778638e+00,1.922479e+00,9.515473e-01,-7.715532e+00,6.301394e+01,-1.002214e+00
0,1389015203.543,3.784675e+00,1.930045e+00,9.514084e-01,-7.710770e+00,6.300551e+01,-1.002353e+00
0,1389015203.591,3.791894e+00,1.939001e+00,9.510932e-01,-7.705160e+00,6.299547e+01,-1.002668e+00
0,1389015203.623,3.796775e+00,1.945053e+00,9.508753e-01,-7.701370e+00,6.298868e+01,-1.002886e+00
0,1389015203.663,3.802785e+00,1.952470e+00,9.505642e-01,-7.696736e+00,6.298033e+01,-1.003197e+00
0,1389015203.704,3.808964e+00,1.960052e+00,9.501918e-01,-7.692013e+00,6.297177e+01,-1.003569e+00
0,1389015203.744,3.814980e+00,1.967432e+00,9.498292e-01,-7.687415e+00,6.296343e+01,-1.003932e+00
0,1389015203.790,3.821856e+00,1.975796e+00,9.493433e-01,-7.682226e+00,6.295393e+01,-1.004418e+00
0,1389015203.824,3.827067e+00,1.982134e+00,9.489740e-01,-7.678294e+00,6.294672e+01,-1.004787e+00
0,1389015203.865,3.833150e+00,1.989509e+00,9.485265e-01,-7.673727e+00,6.293833e+01,-1.005235e+00
0,1389015203.905,3.839201e+00,1.996820e+00,9.480640e-01,-7.669207e+00,6.292998e+01,-1.005697e+00
0,1389015203.944,3.845190e+00,2.004055e+00,9.476063e-01,-7.664734e+00,6.292172e+01,-1.006155e+00
0,1389015203.984,3.851177e+00,2.011255e+00,9.471455e-01,-7.660292e+00,6.291348e+01,-1.006615e+00
0,1389015204.024,3.857242e+00,2.018548e+00,9.466787e-01,-7.655794e+00,6.290513e+01,-1.007082e+00
0,1389015204.064,3.863331e+00,2.025860e+00,9.462230e-01,-7.651287e+00,6.289675e+01,-1.007538e+00
0,1389015204.105,3.869468e+00,2.033220e+00,9.457779e-01,-7.646754e+00,6.288831e+01,-1.007983e+00
0,1389015204.145,3.875552e+00,2.040515e+00,9.453368e-01,-7.642260e+00,6.287994e+01,-1.008424e+00
0,1389015204.185,3.881583e+00,2.047744e+00,9.449558e-01,-7.637809e+00,6.287164e+01,-1.008805e+00
0,1389015204.225,3.887763e+00,2.055150e+00,9.445657e-01,-7.633248e+00,6.286314e+01,-1.009195e+00
0,1389015204.265,3.893760e+00,2.062342e+00,9.442299e-01,-7.628818e+00,6.285489e+01,-1.009531e+00
0,1389015204.308,3.900410e+00,2.070322e+00,9.439056e-01,-7.623901e+00,6.284574e+01,-1.009855e+00
0,1389015204.345,3.906015e+00,2.077049e+00,9.436323e-01,-7.619756e+00,6.283803e+01,-1.010129e+00
0,1389015204.386,3.912272e+00,2.084583e+00,9.434473e-01,-7.615106e+00,6.282941e+01,-1.010314e+00
0,1389015204.466,3.924399e+00,2.099206e+00,9.431639e-01,-7.606074e+00,6.281270e+01,-1.010597e+00
0,1389015204.506,3.930547e+00,2.106648e+00,9.431300e-01,-7.601468e+00,6.280421e+01,-1.010631e+00
0,1389015204.525,3.933537e+00,2.110268e+00,9.431134e-01,-7.599227e+00,6.280009e+01,-1.010648e+00
0,1389015204.547,3.936848e+00,2.114279e+00,9.431028e-01,-7.596745e+00,6.279552e+01,-1.010658e+00
0,1389015204.616,3.947444e+00,2.127198e+00,9.433452e-01,-7.588721e+00,6.278086e+01,-1.010416e+00
0,1389015204.626,3.948974e+00,2.129064e+00,9.433802e-01,-7.587562e+00,6.277874e+01,-1.010381e+00
0,1389015204.706,3.961273e+00,2.144151e+00,9.439391e-01,-7.578163e+00,6.276170e+01,-1.009822e+00
0,1389015204.787,3.973680e+00,2.159467e+00,9.447821e-01,-7.568592e+00,6.274447e+01,-1.008979e+00
0,1389015204.827,3.979830e+00,2.167091e+00,9.452889e-01,-7.563819e+00,6.273591e+01,-1.008472e+00
0,1389015204.866,3.985797e+00,2.174524e+00,9.458762e-01,-7.559154e+00,6.272760e+01,-1.007885e+00
0,1389015204.888,3.989241e+00,2.178832e+00,9.462639e-01,-7.556445e+00,6.272280e+01,-1.007497e+00
0,1389015204.913,3.992969e+00,2.183496e+00,9.466835e-01,-7.553512e+00,6.271760e+01,-1.007077e+00
0,1389015204.951,3.998816e+00,2.190822e+00,9.473696e-01,-7.548902e+00,6.270944e+01,-1.006391e+00
0,1389015204.986,4.004151e+00,2.197561e+00,9.481340e-01,-7.544644e+00,6.270197e+01,-1.005627e+00
0,1389015205.027,4.010300e+00,2.205329e+00,9.490151e-01,-7.539737e+00,6.269336e+01,-1.004746e+00
0,1389015205.066,4.016268e+00,2.212910e+00,9.499701e-01,-7.534935e+00,6.268499e+01,-1.003791e+00
0,1389015205.111,4.023046e+00,2.221562e+00,9.511549e-01,-7.529443e+00,6.267547e+01,-1.002606e+00
0,1389015205.150,4.028839e+00,2.228965e+00,9.521894e-01,-7.524741e+00,6.266734e+01,-1.001572e+00
0,1389015205.167,4.031396e+00,2.232266e+00,9.527198e-01,-7.522634e+00,6.266373e+01,-1.001041e+00
0,1389015205.188,4.034498e+00,2.236270e+00,9.533630e-01,-7.520080e+00,6.265936e+01,-1.000398e+00
0,1389015205.269,4.046520e+00,2.251843e+00,9.559737e-01,-7.510127e+00,6.264239e+01,-9.977873e-01
0,1389015205.307,4.052198e+00,2.259261e+00,9.573435e-01,-7.505368e+00,6.263435e+01,-9.964175e-01
0,1389015205.354,4.058993e+00,2.268160e+00,9.590273e-01,-7.499653e+00,6.262472e+01,-9.947337e-01
0,1389015205.389,4.064027e+00,2.274823e+00,9.604208e-01,-7.495353e+00,6.261756e+01,-9.933402e-01
0,1389015205.431,4.070171e+00,2.282955e+00,9.621214e-01,-7.490106e+00,6.260882e+01,-9.916396e-01
0,1389015205.468,4.075374e+00,2.289901e+00,9.636811e-01,-7.485608e+00,6.260140e+01,-9.900799e-01
0,1389015205.516,4.082278e+00,2.299169e+00,9.658515e-01,-7.479591e+00,6.259153e+01,-9.879095e-01
0,1389015205.548,4.086749e+00,2.305178e+00,9.672716e-01,-7.475688e+00,6.258514e+01,-9.864894e-01
0,1389015205.588,4.092355e+00,2.312818e+00,9.692474e-01,-7.470696e+00,6.257709e+01,-9.845136e-01
0,1389015205.634,4.098665e+00,2.321416e+00,9.714710e-01,-7.465079e+00,6.256802e+01,-9.822900e-01
0,1389015205.668,4.103357e+00,2.327875e+00,9.732069e-01,-7.460841e+00,6.256125e+01,-9.805541e-01
0,1389015205.710,4.108939e+00,2.335597e+00,9.753203e-01,-7.455764e+00,6.255319e+01,-9.784407e-01
0,1389015205.749,4.114295e+00,2.343019e+00,9.773532e-01,-7.450881e+00,6.254545e+01,-9.764078e-01
0,1389015205.789,4.119512e+00,2.350344e+00,9.793725e-01,-7.446036e+00,6.253787e+01,-9.743885e-01
0,1389015205.834,4.125426e+00,2.358646e+00,9.816611e-01,-7.440545e+00,6.252929e+01,-9.720999e-01
0,1389015205.869,4.129996e+00,2.365125e+00,9.833972e-01,-7.436244e+00,6.252263e+01,-9.703638e-01
0,1389015205.909,4.135163e+00,2.372484e+00,9.853412e-01,-7.431348e+00,6.251508e+01,-9.684198e-01
0,1389015205.949,4.140336e+00,2.379861e+00,9.872709e-01,-7.426438e+00,6.250753e+01,-9.664901e-01
0,1389015205.989,4.145343e+00,2.387093e+00,9.889965e-01,-7.421601e+00,6.250018e+01,-9.647645e-01
0,1389015206.029,4.150365e+00,2.394348e+00,9.907274e-01,-7.416749e+00,6.249281e+01,-9.630336e-01
0,1389015206.069,4.155255e+00,2.401468e+00,9.922551e-01,-7.411972e+00,6.248562e+01,-9.615059e-01
0,1389015206.110,4.160191e+00,2.408695e+00,9.936886e-01,-7.407113e+00,6.247834e+01,-9.600724e-01
0,1389015206.150,4.165094e+00,2.415885e+00,9.950682e-01,-7.402276e+00,6.247110e+01,-9.586928e-01
0,1389015206.189,4.169711e+00,2.422736e+00,9.960454e-01,-7.397646e+00,6.246426e+01,-9.577156e-01
0,1389015206.229,4.174465e+00,2.429790e+00,9.970517e-01,-7.392879e+00,6.245721e+01,-9.567093e-01
0,1389015206.273,4.179496e+00,2.437316e+00,9.977842e-01,-7.387779e+00,6.244974e+01,-9.559768e-01
0,1389015206.312,4.184003e+00,2.444091e+00,9.982613e-01,-7.383179e+00,6.244302e+01,-9.554997e-01
0,1389015206.349,4.188260e+00,2.450499e+00,9.986532e-01,-7.378825e+00,6.243668e+01,-9.551078e-01
0,1389015206.389,4.192661e+00,2.457199e+00,9.985225e-01,-7.374255e+00,6.243009e+01,-9.552385e-01
0,1389015206.435,4.197786e+00,2.465002e+00,9.983703e-01,-7.368933e+00,6.242243e+01,-9.553907e-01
0,1389015206.469,4.201448e+00,2.470625e+00,9.978379e-01,-7.365085e+00,6.241693e+01,-9.559231e-01
0,1389015206.510,4.205859e+00,2.477425e+00,9.969635e-01,-7.360426e+00,6.241029e+01,-9.567975e-01
0,1389015206.549,4.210114e+00,2.483993e+00,9.960318e-01,-7.355924e+00,6.240389e+01,-9.577292e-01
0,1389015206.589,4.214216e+00,2.490393e+00,9.943968e-01,-7.351521e+00,6.239770e+01,-9.593642e-01
0,1389015206.629,4.218339e+00,2.496825e+00,9.927535e-01,-7.347095e+00,6.239147e+01,-9.610075e-01
0,1389015206.670,4.222530e+00,2.503408e+00,9.905736e-01,-7.342555e+00,6.238512e+01,-9.631874e-01
0,1389015206.709,4.226470e+00,2.509624e+00,9.881954e-01,-7.338261e+00,6.237915e+01,-9.655656e-01
0,1389015206.750,4.230549e+00,2.516066e+00,9.856450e-01,-7.333810e+00,6.237295e+01,-9.681160e-01
0,1389015206.789,4.234380e+00,2.522169e+00,9.825823e-01,-7.329581e+00,6.236712e+01,-9.711787e-01
0,1389015206.829,4.238253e+00,2.528338e+00,9.794864e-01,-7.325307e+00,6.236122e+01,-9.742746e-01
0,1389015206.869,4.242134e+00,2.534548e+00,9.759738e-01,-7.320996e+00,6.235530e+01,-9.777872e-01
0,1389015206.909,4.245958e+00,2.540686e+00,9.722209e-01,-7.316731e+00,6.234946e+01,-9.815401e-01
0,1389015206.949,4.249808e+00,2.546872e+00,9.683844e-01,-7.312433e+00,6.234358e+01,-9.853766e-01
0,1389015206.991,4.253762e+00,2.553257e+00,9.638544e-01,-7.307988e+00,6.233753e+01,-9.899066e-01
0,1389015207.035,4.257956e+00,2.560030e+00,9.590491e-01,-7.303272e+00,6.233111e+01,-9.947119e-01
0,1389015207.070,4.261231e+00,2.565334e+00,9.549636e-01,-7.299576e+00,6.232609e+01,-9.987974e-01
0,1389015207.109,4.264884e+00,2.571257e+00,9.502575e-01,-7.295448e+00,6.232048e+01,-1.003503e+00
0,1389015207.149,4.268581e+00,2.577251e+00,9.454541e-01,-7.291269e+00,6.231481e+01,-1.008307e+00
0,1389015207.194,4.272748e+00,2.584020e+00,9.395959e-01,-7.286548e+00,6.230842e+01,-1.014165e+00
0,1389015207.231,4.276190e+00,2.589609e+00,9.347581e-01,-7.282649e+00,6.230314e+01,-1.019003e+00
0,1389015207.276,4.280405e+00,2.596453e+00,9.285760e-01,-7.277877e+00,6.229667e+01,-1.025185e+00
0,1389015207.310,4.283631e+00,2.601687e+00,9.237531e-01,-7.274226e+00,6.229172e+01,-1.030008e+00
0,1389015207.350,4.287340e+00,2.607706e+00,9.181778e-01,-7.270030e+00,6.228603e+01,-1.035583e+00
0,1389015207.396,4.291654e+00,2.614689e+00,9.114648e-01,-7.265165e+00,6.227942e+01,-1.042296e+00
0,1389015207.438,4.295649e+00,2.621155e+00,9.052480e-01,-7.260660e+00,6.227330e+01,-1.048513e+00
0,1389015207.469,4.298535e+00,2.625809e+00,9.006865e-01,-7.257422e+00,6.226889e+01,-1.053074e+00
0,1389015207.509,4.302447e+00,2.632110e+00,8.944758e-01,-7.253039e+00,6.226290e+01,-1.059285e+00
0,1389015207.549,4.306271e+00,2.638263e+00,8.884038e-01,-7.248760e+00,6.225706e+01,-1.065357e+00
0,1389015207.588,4.310096e+00,2.644374e+00,8.823165e-01,-7.244522e+00,6.225122e+01,-1.071444e+00
0,1389015207.638,4.314978e+00,2.652170e+00,8.745496e-01,-7.239114e+00,6.224378e+01,-1.079211e+00
0,1389015207.668,4.317962e+00,2.656864e+00,8.698451e-01,-7.235875e+00,6.223926e+01,-1.083916e+00
0,1389015207.709,4.322085e+00,2.663321e+00,8.633638e-01,-7.231427e+00,6.223302e+01,-1.090397e+00
0,1389015207.750,4.326129e+00,2.669632e+00,8.570222e-01,-7.227085e+00,6.222691e+01,-1.096739e+00
0,1389015207.796,4.330924e+00,2.676896e+00,8.496684e-01,-7.222138e+00,6.221975e+01,-1.104093e+00
0,1389015207.829,4.334370e+00,2.682118e+00,8.443820e-01,-7.218582e+00,6.221461e+01,-1.109379e+00
0,1389015207.869,4.338567e+00,2.688305e+00,8.380844e-01,-7.214411e+00,6.220840e+01,-1.115677e+00
0,1389015207.910,4.343031e+00,2.694768e+00,8.314820e-01,-7.210085e+00,6.220184e+01,-1.122279e+00
0,1389015207.950,4.347341e+00,2.700964e+00,8.251445e-01,-7.205948e+00,6.219553e+01,-1.128617e+00
0,1389015207.997,4.352591e+00,2.708134e+00,8.177445e-01,-7.201259e+00,6.218798e+01,-1.136016e+00
0,1389015208.029,4.356229e+00,2.713104e+00,8.126146e-01,-7.198009e+00,6.218275e+01,-1.141146e+00
0,1389015208.069,4.360847e+00,2.719153e+00,8.063286e-01,-7.194123e+00,6.217621e+01,-1.147432e+00
0,1389015208.109,4.365585e+00,2.725187e+00,8.000296e-01,-7.190297e+00,6.216956e+01,-1.153731e+00
0,1389015208.151,4.370537e+00,2.731423e+00,7.935078e-01,-7.186364e+00,6.216263e+01,-1.160253e+00
0,1389015208.189,4.375273e+00,2.736978e+00,7.876310e-01,-7.182980e+00,6.215617e+01,-1.166130e+00
0,1389015208.242,4.381813e+00,2.744650e+00,7.795154e-01,-7.178307e+00,6.214723e+01,-1.174246e+00
0,1389015208.269,4.385359e+00,2.748478e+00,7.754120e-01,-7.176082e+00,6.214251e+01,-1.178349e+00
0,1389015208.310,4.390703e+00,2.754184e+00,7.692850e-01,-7.172787e+00,6.213542e+01,-1.184476e+00
0,1389015208.351,4.396004e+00,2.759762e+00,7.632806e-01,-7.169594e+00,6.212842e+01,-1.190480e+00
0,1389015208.390,4.401384e+00,2.764921e+00,7.576404e-01,-7.166819e+00,6.212150e+01,-1.196121e+00
0,1389015208.433,4.407320e+00,2.770613e+00,7.514175e-01,-7.163757e+00,6.211387e+01,-1.202344e+00
0,1389015208.470,4.412602e+00,2.775288e+00,7.462352e-01,-7.161394e+00,6.210723e+01,-1.207526e+00
0,1389015208.510,4.418487e+00,2.780287e+00,7.406529e-01,-7.158957e+00,6.209990e+01,-1.213108e+00
0,1389015208.550,4.424399e+00,2.785227e+00,7.351200e-01,-7.156584e+00,6.209257e+01,-1.218641e+00
0,1389015208.592,4.430783e+00,2.789974e+00,7.296834e-01,-7.154566e+00,6.208487e+01,-1.224078e+00
0,1389015208.630,4.436738e+00,2.794402e+00,7.246119e-01,-7.152684e+00,6.207770e+01,-1.229149e+00
0,1389015208.670,4.443104e+00,2.798779e+00,7.195173e-01,-7.151002e+00,6.207015e+01,-1.234244e+00
0,1389015208.711,4.449732e+00,2.803124e+00,7.144081e-01,-7.149449e+00,6.206238e+01,-1.239353e+00
0,1389015208.750,4.456092e+00,2.807233e+00,7.095613e-01,-7.148014e+00,6.205495e+01,-1.244200e+00
0,1389015208.792,4.463100e+00,2.811334e+00,7.046114e-01,-7.146829e+00,6.204692e+01,-1.249150e+00
0,1389015208.830,4.469400e+00,2.815021e+00,7.001612e-01,-7.145764e+00,6.203969e+01,-1.253600e+00
0,1389015208.910,4.483139e+00,2.822433e+00,6.910318e-01,-7.144022e+00,6.202418e+01,-1.262729e+00
0,1389015208.950,4.490153e+00,2.826101e+00,6.864774e-01,-7.143241e+00,6.201631e+01,-1.267284e+00
0,1389015208.970,4.493620e+00,2.827780e+00,6.843490e-01,-7.142979e+00,6.201246e+01,-1.269412e+00
0,1389015208.999,4.498748e+00,2.830262e+00,6.812017e-01,-7.142593e+00,6.200678e+01,-1.272559e+00
0,1389015209.030,4.504153e+00,2.832879e+00,6.778840e-01,-7.142186e+00,6.200079e+01,-1.275877e+00
0,1389015209.070,4.511227e+00,2.836149e+00,6.736829e-01,-7.141795e+00,6.199300e+01,-1.280078e+00
0,1389015209.092,4.515067e+00,2.837874e+00,6.714485e-01,-7.141630e+00,6.198880e+01,-1.282313e+00
0,1389015209.130,4.521887e+00,2.840939e+00,6.674792e-01,-7.141336e+00,6.198133e+01,-1.286282e+00
0,1389015209.153,4.525883e+00,2.842700e+00,6.651850e-01,-7.141196e+00,6.197696e+01,-1.288576e+00
0,1389015209.232,4.539993e+00,2.848673e+00,6.573081e-01,-7.140928e+00,6.196164e+01,-1.296453e+00
0,1389015209.270,4.546761e+00,2.851459e+00,6.536011e-01,-7.140872e+00,6.195432e+01,-1.300160e+00
0,1389015209.310,4.553916e+00,2.854360e+00,6.497225e-01,-7.140855e+00,6.194660e+01,-1.304039e+00
0,1389015209.353,4.561409e+00,2.857385e+00,6.456731e-01,-7.140850e+00,6.193852e+01,-1.308088e+00
0,1389015209.394,4.568595e+00,2.860225e+00,6.418432e-01,-7.140900e+00,6.193079e+01,-1.311918e+00
0,1389015209.435,4.575855e+00,2.863096e+00,6.379734e-01,-7.140950e+00,6.192299e+01,-1.315788e+00
0,1389015209.470,4.581841e+00,2.865453e+00,6.347902e-01,-7.141001e+00,6.191655e+01,-1.318971e+00
0,1389015209.510,4.588702e+00,2.868150e+00,6.311456e-01,-7.141062e+00,6.190918e+01,-1.322615e+00
0,1389015209.558,4.596801e+00,2.871345e+00,6.268338e-01,-7.141126e+00,6.190048e+01,-1.326927e+00
0,1389015209.591,4.602307e+00,2.873536e+00,6.238860e-01,-7.141151e+00,6.189455e+01,-1.329875e+00
0,1389015209.632,4.609113e+00,2.876244e+00,6.202417e-01,-7.141182e+00,6.188722e+01,-1.333519e+00
0,1389015209.671,4.615460e+00,2.878796e+00,6.168312e-01,-7.141187e+00,6.188038e+01,-1.336930e+00
0,1389015209.710,4.621915e+00,2.881405e+00,6.133560e-01,-7.141179e+00,6.187342e+01,-1.340405e+00
0,1389015209.757,4.629384e+00,2.884435e+00,6.093353e-01,-7.141159e+00,6.186536e+01,-1.344426e+00
0,1389015209.791,4.634772e+00,2.886647e+00,6.064362e-01,-7.141121e+00,6.185954e+01,-1.347325e+00
0,1389015209.832,4.641236e+00,2.889300e+00,6.029582e-01,-7.141075e+00,6.185255e+01,-1.350803e+00
0,1389015209.871,4.647440e+00,2.891872e+00,5.996357e-01,-7.141008e+00,6.184583e+01,-1.354125e+00
0,1389015209.912,4.653850e+00,2.894543e+00,5.962122e-01,-7.140925e+00,6.183889e+01,-1.357549e+00
0,1389015209.952,4.659982e+00,2.897105e+00,5.929447e-01,-7.140841e+00,6.183225e+01,-1.360816e+00
0,1389015209.992,4.666087e+00,2.899685e+00,5.897308e-01,-7.140729e+00,6.182562e+01,-1.364030e+00
0,1389015210.032,4.672268e+00,2.902298e+00,5.864766e-01,-7.140615e+00,6.181891e+01,-1.367284e+00
0,1389015210.073,4.678444e+00,2.904933e+00,5.832727e-01,-7.140479e+00,6.181220e+01,-1.370488e+00
0,1389015210.112,4.684459e+00,2.907510e+00,5.801749e-01,-7.140336e+00,6.180565e+01,-1.373586e+00
0,1389015210.156,4.691120e+00,2.910372e+00,5.767702e-01,-7.140170e+00,6.179841e+01,-1.376991e+00
0,1389015210.207,4.698801e+00,2.913704e+00,5.729308e-01,-7.139949e+00,6.179004e+01,-1.380830e+00
0,1389015210.235,4.702957e+00,2.915507e+00,5.708536e-01,-7.139830e+00,6.178551e+01,-1.382907e+00
0,1389015210.273,4.708767e+00,2.918048e+00,5.680291e-01,-7.139644e+00,6.177917e+01,-1.385732e+00
0,1389015210.314,4.714843e+00,2.920714e+00,5.651064e-01,-7.139442e+00,6.177254e+01,-1.388655e+00
0,1389015210.355,4.721162e+00,2.923493e+00,5.621013e-01,-7.139225e+00,6.176564e+01,-1.391660e+00
0,1389015210.396,4.727361e+00,2.926240e+00,5.592569e-01,-7.138994e+00,6.175886e+01,-1.394504e+00
0,1389015210.439,4.733810e+00,2.929098e+00,5.562975e-01,-7.138753e+00,6.175181e+01,-1.397463e+00
0,1389015210.474,4.739135e+00,2.931474e+00,5.539646e-01,-7.138538e+00,6.174598e+01,-1.399796e+00
0,1389015210.514,4.745228e+00,2.934198e+00,5.513217e-01,-7.138289e+00,6.173931e+01,-1.402439e+00
0,1389015210.555,4.751548e+00,2.937027e+00,5.486235e-01,-7.138026e+00,6.173240e+01,-1.405138e+00
0,1389015210.596,4.757863e+00,2.939871e+00,5.460583e-01,-7.137748e+00,6.172547e+01,-1.407703e+00
0,1389015210.638,4.764268e+00,2.942755e+00,5.434568e-01,-7.137466e+00,6.171846e+01,-1.410304e+00
0,1389015210.674,4.769944e+00,2.945324e+00,5.412826e-01,-7.137204e+00,6.171223e+01,-1.412478e+00
0,1389015210.714,4.776193e+00,2.948156e+00,5.389259e-01,-7.136912e+00,6.170538e+01,-1.414835e+00
0,1389015210.763,4.783818e+00,2.951620e+00,5.361340e-01,-7.136549e+00,6.169701e+01,-1.417627e+00
0,1389015210.811,4.791426e+00,2.955089e+00,5.334964e-01,-7.136173e+00,6.168866e+01,-1.420265e+00
0,1389015210.837,4.795661e+00,2.957021e+00,5.320280e-01,-7.135965e+00,6.168401e+01,-1.421733e+00
0,1389015210.874,4.801531e+00,2.959709e+00,5.301402e-01,-7.135664e+00,6.167756e+01,-1.423621e+00
0,1389015210.917,4.808388e+00,2.962854e+00,5.279799e-01,-7.135310e+00,6.167002e+01,-1.425781e+00
0,1389015210.954,4.814381e+00,2.965606e+00,5.261414e-01,-7.134996e+00,6.166343e+01,-1.427620e+00
0,1389015210.994,4.820802e+00,2.968566e+00,5.243301e-01,-7.134651e+00,6.165637e+01,-1.429431e+00
0,1389015211.037,4.827772e+00,2.971778e+00,5.223641e-01,-7.134275e+00,6.164871e+01,-1.431397e+00
0,1389015211.074,4.833843e+00,2.974587e+00,5.208154e-01,-7.133938e+00,6.164203e+01,-1.432946e+00
