%t_sec,seq,x,y,theta,pan,tilt,fx,fy,cx,cy,width,height,omega,battery,rc -- /home/cedricp/Bags/140106_around_the_lake_auto/2014-01-06-08-30-57_0.bag
1389015213.316580,6096.000000,296872.068235,5442689.094139,-1.412873,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.013410,15.574025,1.000000
1389015213.416329,6097.000000,296872.073154,5442689.063487,-1.405817,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.023036,15.724872,1.000000
1389015213.518921,6098.000000,296872.078365,5442689.034642,-1.405436,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.023513,15.730927,1.000000
1389015213.619900,6099.000000,296872.083328,5442689.002529,-1.411658,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.016358,15.631907,1.000000
1389015213.720577,6100.000000,296872.088044,5442688.965295,-1.418624,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.010610,15.581756,1.000000
1389015213.818010,6101.000000,296872.093828,5442688.931014,-1.421335,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007723,15.746307,1.000000
1389015213.917928,6102.000000,296872.101675,5442688.898608,-1.421330,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.003472,15.759238,1.000000
1389015214.016575,6103.000000,296872.109422,5442688.866615,-1.414595,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.000187,15.708413,1.000000
1389015214.116661,6104.000000,296872.117282,5442688.834155,-1.412825,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.011227,15.593971,1.000000
1389015214.216676,6105.000000,296872.124273,5442688.802827,-1.414979,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.014805,15.738444,1.000000
1389015214.316957,6106.000000,296872.129544,5442688.773653,-1.412922,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.009951,15.707200,1.000000
1389015214.416991,6107.000000,296872.134592,5442688.741122,-1.419361,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.004647,15.619047,1.000000
1389015214.517152,6108.000000,296872.139343,5442688.703605,-1.422442,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.003616,15.564137,1.000000
1389015214.617213,6109.000000,296872.144074,5442688.666248,-1.423733,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.002983,15.682252,1.000000
1389015214.717230,6110.000000,296872.148781,5442688.629077,-1.419724,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.000184,15.729778,1.000000
%t_sec,seq,x,y,theta,pan,tilt,fx,fy,cx,cy,width,height,omega,battery,rc -- /home/cedricp/Bags/140106_around_the_lake_auto/2014-01-06-08-33-34_3.bag
1389015214.822833,6111.000000,296872.155251,5442688.592009,-1.421460,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.002033,15.751103,1.000000
1389015214.917803,6112.000000,296872.162736,5442688.561098,-1.422467,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.006280,15.744344,1.000000
1389015215.017756,6113.000000,296872.170614,5442688.528564,-1.426287,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.006310,15.736167,1.000000
1389015215.117815,6114.000000,296872.178500,5442688.495996,-1.422212,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.009401,15.709674,1.000000
1389015215.217900,6115.000000,296872.187568,5442688.461386,-1.423408,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.001616,15.631673,1.000000
1389015215.324191,6116.000000,296872.199099,5442688.421358,-1.421914,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007065,15.710325,1.000000
1389015215.417853,6117.000000,296872.206776,5442688.386214,-1.409310,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008430,15.765265,1.000000
1389015215.520766,6118.000000,296872.211643,5442688.347784,-1.414512,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.009579,15.742413,1.000000
1389015215.618150,6119.000000,296872.216248,5442688.311419,-1.416685,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008528,15.537352,1.000000
1389015215.718250,6120.000000,296872.220981,5442688.274040,-1.425347,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.018280,15.301142,1.000000
1389015215.818450,6121.000000,296872.228283,5442688.240760,-1.424029,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.032592,15.676316,1.000000
1389015215.918411,6122.000000,296872.239122,5442688.213294,-1.422331,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.032044,15.745804,1.000000
1389015216.018335,6123.000000,296872.247794,5442688.181815,-1.422781,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.029842,15.740455,1.000000
1389015216.118735,6124.000000,296872.252696,5442688.143100,-1.429369,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.036903,15.640256,1.000000
1389015216.218835,6125.000000,296872.257501,5442688.105162,-1.431066,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.045661,15.677538,1.000000
1389015216.319242,6126.000000,296872.262211,5442688.067971,-1.430198,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.041901,15.760708,1.000000
1389015216.418977,6127.000000,296872.266934,5442688.030676,-1.425717,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.035283,15.771550,1.000000
1389015216.518999,6128.000000,296872.271731,5442687.992794,-1.423801,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.034188,15.723757,1.000000
1389015216.618984,6129.000000,296872.276551,5442687.957432,-1.441648,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.042952,15.669289,1.000000
1389015216.719691,6130.000000,296872.281435,5442687.924833,-1.435455,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.049771,15.723543,1.000000
1389015216.819968,6131.000000,296872.286298,5442687.892373,-1.426990,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.050147,15.757226,1.000000
1389015216.919466,6132.000000,296872.291123,5442687.860165,-1.432593,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.046081,15.757577,1.000000
1389015217.019650,6133.000000,296872.295962,5442687.825354,-1.442090,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.045807,15.751350,1.000000
1389015217.120301,6134.000000,296872.300796,5442687.787179,-1.442332,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.045805,15.738563,1.000000
1389015217.220283,6135.000000,296872.305523,5442687.749851,-1.443364,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.050930,15.732928,1.000000
1389015217.320150,6136.000000,296872.310160,5442687.713236,-1.449543,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.053164,15.740110,1.000000
1389015217.419742,6137.000000,296872.315009,5442687.680196,-1.453361,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.053262,15.735398,1.000000
1389015217.520079,6138.000000,296872.320193,5442687.651503,-1.467694,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.052122,15.697649,1.000000
1389015217.620326,6139.000000,296872.323782,5442687.621060,-1.474481,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.052441,15.750695,1.000000
1389015217.719983,6140.000000,296872.325613,5442687.588857,-1.472005,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.047074,15.787358,1.000000
1389015217.820171,6141.000000,296872.327454,5442687.556482,-1.476579,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.043862,15.785792,1.000000
1389015217.920254,6142.000000,296872.329293,5442687.524141,-1.482700,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.042700,15.777765,1.000000
1389015218.021300,6143.000000,296872.332458,5442687.489361,-1.486015,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.041634,15.753899,1.000000
1389015218.120356,6144.000000,296872.337091,5442687.452775,-1.484383,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.040569,15.649958,1.000000
1389015218.220938,6145.000000,296872.341795,5442687.415625,-1.501293,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.048368,15.599715,1.000000
1389015218.320936,6146.000000,296872.346472,5442687.378691,-1.501523,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.050136,15.748253,1.000000
1389015218.421423,6147.000000,296872.348619,5442687.341909,-1.518008,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.044941,15.761871,1.000000
1389015218.522882,6148.000000,296872.347271,5442687.305230,-1.524261,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.041568,15.747137,1.000000
1389015218.621001,6149.000000,296872.347145,5442687.271144,-1.524413,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.043496,15.733901,1.000000
1389015218.723602,6150.000000,296872.349037,5442687.237880,-1.526575,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.044567,15.662508,1.000000
1389015218.824443,6151.000000,296872.350895,5442687.205188,-1.536780,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.042786,15.520482,1.000000
1389015218.923223,6152.000000,296872.352716,5442687.173163,-1.541129,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.050745,15.548057,1.000000
1389015219.021628,6153.000000,296872.355646,5442687.143170,-1.538417,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.049095,15.746869,1.000000
1389015219.121493,6154.000000,296872.360549,5442687.116032,-1.531471,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.046887,15.757841,1.000000
1389015219.221874,6155.000000,296872.363542,5442687.085123,-1.544672,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.045812,15.676899,1.000000
1389015219.321596,6156.000000,296872.362110,5442687.046156,-1.552146,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.051660,15.580485,1.000000
1389015219.421726,6157.000000,296872.362023,5442687.009473,-1.562875,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.051217,15.752829,1.000000
1389015219.521594,6158.000000,296872.363901,5442686.976443,-1.576137,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.043891,15.767073,1.000000
1389015219.588710,6159.000000,296872.365163,5442686.954246,-1.572255,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.041741,15.765863,1.000000
1389015219.688895,6160.000000,296872.367047,5442686.921111,-1.576045,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.038535,15.756244,1.000000
1389015219.789304,6161.000000,296872.368502,5442686.888654,-1.581356,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.042498,15.555169,1.000000
1389015219.888948,6162.000000,296872.367477,5442686.860739,-1.584271,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.050988,15.721920,1.000000
1389015219.996874,6163.000000,296872.366294,5442686.828549,-1.595596,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.049178,15.776559,1.000000
1389015220.088997,6164.000000,296872.365071,5442686.795265,-1.591929,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.036882,15.788619,1.000000
1389015220.189878,6165.000000,296872.364136,5442686.759761,-1.602800,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.033130,15.520290,1.000000
1389015220.289106,6166.000000,296872.366165,5442686.731729,-1.604357,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.049373,15.552219,1.000000
1389015220.389398,6167.000000,296872.368216,5442686.703397,-1.603720,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.054210,15.742544,1.000000
1389015220.489193,6168.000000,296872.370257,5442686.675204,-1.598124,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.051153,15.761404,1.000000
1389015220.589617,6169.000000,296872.371799,5442686.646914,-1.598317,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.045843,15.700714,1.000000
1389015220.689656,6170.000000,296872.370778,5442686.619128,-1.612474,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.052882,15.593770,1.000000
1389015220.789538,6171.000000,296872.369758,5442686.591385,-1.622184,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.046427,15.638316,1.000000
1389015220.889986,6172.000000,296872.368733,5442686.563484,-1.633249,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.028400,15.696615,1.000000
1389015220.989701,6173.000000,296872.367719,5442686.535881,-1.645379,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.022411,15.522458,1.000000
1389015221.090191,6174.000000,296872.366714,5442686.508531,-1.643916,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.027495,15.694673,1.000000
1389015221.190733,6175.000000,296872.365681,5442686.480418,-1.648222,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.025742,15.731110,1.000000
1389015221.290218,6176.000000,296872.364483,5442686.447803,-1.651371,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.019465,15.731579,1.000000
1389015221.391140,6177.000000,296872.363267,5442686.414717,-1.655097,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.013968,15.737235,1.000000
1389015221.490217,6178.000000,296872.362073,5442686.382236,-1.659205,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.009781,15.726863,1.000000
1389015221.590624,6179.000000,296872.360836,5442686.348564,-1.663023,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008611,15.727726,1.000000
1389015221.690767,6180.000000,296872.359474,5442686.311490,-1.661556,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008603,15.728597,1.000000
1389015221.790820,6181.000000,296872.358112,5442686.274448,-1.657812,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.010555,15.746803,1.000000
1389015221.890856,6182.000000,296872.356752,5442686.237413,-1.665772,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008617,15.750293,1.000000
1389015221.991044,6183.000000,296872.355453,5442686.202060,-1.665576,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008521,15.745813,1.000000
1389015222.091208,6184.000000,296872.354447,5442686.174694,-1.661088,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007463,15.746483,1.000000
1389015222.191025,6185.000000,296872.353098,5442686.146013,-1.661723,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007374,15.742560,1.000000
1389015222.291751,6186.000000,296872.349678,5442686.108695,-1.659821,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006561,15.724902,1.000000
1389015222.391053,6187.000000,296872.346307,5442686.071904,-1.661992,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.005498,15.732329,1.000000
1389015222.493170,6188.000000,296872.342839,5442686.034071,-1.659580,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.003211,15.734165,1.000000
1389015222.592165,6189.000000,296872.339478,5442685.997395,-1.661290,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.005147,15.735698,1.000000
1389015222.691839,6190.000000,296872.336094,5442685.960466,-1.657791,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007358,15.732774,1.000000
1389015222.791535,6191.000000,296872.333037,5442685.923489,-1.660664,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006479,15.752950,1.000000
1389015222.891653,6192.000000,296872.331664,5442685.886142,-1.659135,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.003382,15.747195,1.000000
1389015222.992233,6193.000000,296872.330353,5442685.850456,-1.665064,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.005394,15.740323,1.000000
1389015223.091689,6194.000000,296872.329357,5442685.823337,-1.667876,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006138,15.742968,1.000000
1389015223.192695,6195.000000,296872.328290,5442685.794314,-1.666339,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008422,15.739574,1.000000
1389015223.292994,6196.000000,296872.326919,5442685.756994,-1.662667,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007537,15.742721,1.000000
1389015223.393113,6197.000000,296872.325550,5442685.719741,-1.655756,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006481,15.733803,1.000000
1389015223.492761,6198.000000,296872.324187,5442685.682663,-1.657957,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007449,15.729418,1.000000
1389015223.593073,6199.000000,296872.322816,5442685.645338,-1.660019,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.005422,15.728475,1.000000
1389015223.693352,6200.000000,296872.321445,5442685.608025,-1.659893,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006384,15.739745,1.000000
1389015223.793003,6201.000000,296872.320623,5442685.570988,-1.659289,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007367,15.744106,1.000000
1389015223.893394,6202.000000,296872.322300,5442685.533866,-1.661195,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007538,15.747291,1.000000
1389015223.993495,6203.000000,296872.323973,5442685.496851,-1.657231,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.009573,15.742744,1.000000
